id,left_p0,left_p1,left_p2,left_q0,left_q1,left_q2,left_q3,right_p0,right_p1,right_p2,right_q0,right_q1,right_q2,right_q3
0,0.5662793803874613,0.21991817823496232,-0.25636339084038595,0.09912397138703904,-0.8410349578581418,0.49957854489354075,0.1823620449519765,0.5348616194137122,-0.4726112487733012,-0.13929589429751266,0.40958660091207,-0.020617013306021767,0.3501012582291717,0.8421655799793685
1,0.5651648782863222,0.22039008969713297,-0.25707799832335565,0.09603949244154553,-0.8430626324907746,0.4967942622414421,0.1822560687419645,0.5351776613373116,-0.47231782019123664,-0.14009890136728706,0.4117847462284467,-0.022288676151230376,0.34800720336007634,0.8419189534025806
2,0.5646877560862692,0.2196805105866154,-0.2561537555972008,0.09683307784090939,-0.8432781132402322,0.4959504884918233,0.18313517338450136,0.5379193948509149,-0.4730845836982344,-0.14016229117950474,0.409136243497413,-0.026354835222492573,0.3468736051664429,0.8435589244125477
3,0.5654524689846333,0.21914549302670822,-0.25528649783557156,0.09895692126781037,-0.841190659171108,0.49976202239386025,0.18122837423889065,0.5400482994884068,-0.4736125769976667,-0.13975148893895506,0.4071067632363743,-0.0286058628983676,0.34894836271918245,0.8436117756946275
4,0.5654260645459634,0.21804837505551405,-0.2564017242703871,0.10083425595711294,-0.8397027674530833,0.5025035374348884,0.17950462395891523,0.540694139314118,-0.4729270099284966,-0.13960759495041059,0.40856998275867756,-0.02899491323755035,0.3512437013751509,0.8419368898196607
5,0.5651351435651768,0.21640248241948296,-0.25862460696231776,0.10008549105516704,-0.8393819506850586,0.5040051763827693,0.1771993722442711,0.5412686042782779,-0.47098346796294654,-0.14111352911876754,0.4118935501897521,-0.029391913429313868,0.3538530780839305,0.8392066598088774
6,0.5625175806054671,0.20942629795437018,-0.2643233903700883,0.10049421013067476,-0.8400365515892793,0.5028477793807825,0.17715421670403175,0.541444232694229,-0.46973572054570656,-0.1478385356120093,0.415593227822424,-0.030929080002020992,0.3477608166925013,0.8398738449146581
7,0.5606011798657577,0.20413483696312087,-0.2677219348177125,0.10195032722657116,-0.8411317732571637,0.5000769407039646,0.17895956015764325,0.5418960865475209,-0.46855874678750875,-0.15116054351603478,0.41608101334889924,-0.032040369240234706,0.34704359629418413,0.8398873420529099
8,0.556928922114973,0.19166779012035084,-0.27341931706581823,0.10530840466329795,-0.8416790548181295,0.49704385423615166,0.18284943410850757,0.5432079276342869,-0.4657529944293525,-0.15998560035839982,0.41562645604624815,-0.032691545765345456,0.34203662584976763,0.8421382656352895
9,0.5533218910993107,0.18319569049887097,-0.2787816980962419,0.10498055159839431,-0.8432835988661542,0.49548980168291695,0.17983801627483254,0.5429688042285636,-0.46227952976530956,-0.16469970916920412,0.4187074769756085,-0.031650431702469034,0.34052473252608506,0.8412640521476031
10,0.5482685858717214,0.17120570793664763,-0.28577719563794624,0.10291631455072138,-0.8453607811177676,0.4928615734206995,0.17849608228901317,0.543151348052739,-0.4560208833730565,-0.17054741569828602,0.4232123609543763,-0.02742470875965268,0.34130673127129774,0.8388378258482221
11,0.5429090314597316,0.15729135325643978,-0.29217259218337716,0.10202016517363163,-0.847928644872745,0.488529440124468,0.17873971364497573,0.5431267520964457,-0.45081504841673165,-0.17831703578796504,0.4275063485109492,-0.0224107444487483,0.3370793989279839,0.8385186696397613
12,0.5379282550776621,0.1432387855746299,-0.2971055738976077,0.10384150998912069,-0.8491519458024115,0.4849760509115006,0.18153827085615443,0.5445272310396801,-0.4440369647229645,-0.1871664210404013,0.42994574163183613,-0.018641003143730968,0.33467570812994596,0.8383265131451851
13,0.5313385145791191,0.1293239505869096,-0.3040437157608753,0.0998033449835173,-0.8495262443639754,0.4841285860983376,0.1842931485144358,0.5467120875561132,-0.439558027177682,-0.1927657719897245,0.427695003807837,-0.01807937878759349,0.3346161563548148,0.8395130419992285
14,0.5261359114108871,0.11700852111969244,-0.3083486226686537,0.10312131988638737,-0.8516524763864342,0.4790091002774214,0.18602240376136864,0.5489367065225391,-0.4333848834963004,-0.1979227738004026,0.4257947860386301,-0.019200772346226046,0.33639724230758333,0.8397422377679226
15,0.5175029589656412,0.10026459319664761,-0.31559813591954905,0.10037066738064002,-0.8515420083086269,0.479781017102971,0.18604330905171748,0.5504779544085363,-0.4279852080073689,-0.20246657561132533,0.4247702130997862,-0.01923059242533369,0.33566506262197904,0.8405530418201551
16,0.5126711244372293,0.09352940493609997,-0.32020592728803127,0.09631635811694075,-0.8522828147390838,0.4798896016829799,0.18450781299463542,0.5512800596519078,-0.42079688901127327,-0.20944700683384232,0.4270684109493317,-0.017914307305673796,0.3313414002345917,0.8411328827560778
17,0.5056952291309281,0.07780226148320649,-0.3238673901552944,0.0993571741986875,-0.8525368678247922,0.4772306307953065,0.18857350281908064,0.5524416713656577,-0.41167777601484057,-0.2168470803435983,0.4300509536993608,-0.014160954219697514,0.32723729287096703,0.8412915064068687
18,0.4964480610526356,0.0613394588209615,-0.32947836670721287,0.0986676399188363,-0.8531207404181846,0.47538754320999627,0.19093554635514673,0.5527341137177062,-0.40788158781219497,-0.22220213447394924,0.43190729544757617,-0.013383779808875416,0.32152317223661797,0.8425555247531694
19,0.49145181162396756,0.052830376610316726,-0.33227834850318394,0.09743289523532035,-0.8540951542986839,0.4731348309175456,0.192799714995107,0.5530948485678631,-0.4043212760540904,-0.22779038882379893,0.4330040642161007,-0.012508512527284132,0.31529012663946304,0.8443596114987758
20,0.48335025641628293,0.043894383708506755,-0.3389756141654433,0.09272886917571077,-0.8597220884426836,0.4620741475775885,0.1968927870837019,0.5525545621066881,-0.39748640555049564,-0.23662969497404499,0.43519372510388254,-0.01011763941721093,0.3078087262277768,0.8460247295799704
21,0.47890709829534084,0.04369582167353703,-0.34491984214886995,0.09098791891351642,-0.8645170708450215,0.4534353304950984,0.19679388681595658,0.5517778854122507,-0.39259703020910497,-0.24098456335059973,0.4358668496955674,-0.00644990596173161,0.3063807590081041,0.8462324258495202
22,0.4741563716461226,0.043437793041950994,-0.3509784426969202,0.09015466660312313,-0.8712154678060691,0.44167361275099387,0.19437120297157323,0.5503390811036311,-0.3889793471561269,-0.24687253812955723,0.4353828186643076,-0.0029082815097269538,0.2985525085329518,0.8492936728595497
23,0.4720702397994254,0.04342406369589223,-0.35385228632520654,0.09515097336604772,-0.8748253677427985,0.43195611809782064,0.19758739903908856,0.5488057753085285,-0.38582151199554926,-0.24955150461988512,0.43662238163557665,-0.001047391777692655,0.2957934278980042,0.8496270045365132
24,0.47017849254700284,0.04323415884340276,-0.3561854739868238,0.1009554261032857,-0.8769125035769254,0.4265201306839102,0.19726388704507491,0.5466497830375779,-0.3815817424866041,-0.2521914788261837,0.4388020184718261,0.001160049967170368,0.29426825043078364,0.8490333560335132
25,0.46969091590816425,0.04315030817903475,-0.356767248247093,0.10393920919628927,-0.8767883050646466,0.42606688230563494,0.19724583822192548,0.5435195401029429,-0.37686496654457646,-0.25607418522281444,0.4391922505511775,0.005880346913115904,0.2908642461931398,0.8499844580123027
